# Gertler & Karadi (2015) monthly US dataset, 1979:7-2012:6 (T = 396).
# Columns: logcpi = 100*log CPI, logip = 100*log industrial production, gs1 = 1-year Treasury
#   rate (percent), ebp = Gilchrist-Zakrajsek excess bond premium (percentage points), and the
#   high-frequency FOMC-surprise instruments (percentage points; empty = outside availability):
#   ff4_tc = 3-month-ahead fed funds futures surprise (the paper's baseline, available 1990:1-2012:6;
#   the paper's baseline estimation uses 1991:1-2012:6), mp1_tc = current-month fed funds futures
#   surprise (1988:11-), ed2_tc/ed3_tc/ed4_tc = 2-4-quarter-ahead eurodollar futures surprises
#   (1984:1-). "_tc" = the authors' tight (30-minute) event window series.
# Source: Gertler, M. & Karadi, P. (2015), "Monetary Policy Surprises, Credit Costs, and Economic
#   Activity", American Economic Journal: Macroeconomics 7(1):44-76 -- the authors' public AEJ
#   replication dataset. Obtained verbatim from the mirror in the Plagborg-Moller & Wolf SVMA-IV
#   replication repository (github.com/mikkelpm/svma_iv, applications/gk/gk2015.csv), and
#   cross-checked column-by-column against the independent mirror in Cesa-Bianchi's VAR-Toolbox
#   (github.com/ambropo/VAR-Toolbox, Replic/GK2015/GK2015_Data.xlsx): shared columns agree to
#   float-print precision (<= 1e-6) and the instrument availability windows are identical.
#   The underlying series are US-government statistics (CPI, IP, Treasury yields), the
#   Gilchrist-Zakrajsek (2012, AER) excess bond premium, and the authors' published futures-surprise
#   series. Redistributed with attribution; please cite Gertler & Karadi (2015) if you use this
#   file. Retrieved 2026-08-19.
2002-03,518.45892,448.15869,2.5699999,.266711,-.018870801,-.0108361,-.031451501,-.031451698,-.0335484
2002-04,518.90613,448.57629,2.48,.38547799,-.026129,-.0150039,-.043548301,-.043548301,-.0464518
2002-05,519.01752,449.091,2.3499999,.414249,-.016129,.0052016,-.032258298,-.0443547,-.048387099
2002-06,519.07318,450.06369,2.2,.75176197,-.0055376999,.0012484,-.0052419002,-.0098118996,-.0107796
2002-07,519.29572,449.72769,1.96,1.168366,-.0083333999,0,.0125,.0041665998,.0041665998
2002-08,519.57312,449.86511,1.76,1.19177,-.0245161,.0263917,-.0490322,-.098064698,-.1195161
2002-09,519.73907,449.91711,1.72,1.305279,-.016650399,.0213349,-.0333011,-.066601999,-.082483798
2002-10,519.96008,449.5853,1.65,1.110808,-.0038333,.0153334,-.0076665999,-.0153334,-.023
2002-11,520.12549,450.13141,1.49,.78456801,-.0708334,-.1666667,-.058333401,-.070833199,-.074999802
2002-12,520.29071,449.67929,1.45,.66198099,-.0070698,-.033333302,-.0010216,.0035753001,.013387
2003-01,520.7298,450.37619,1.36,.58920401,.0058064,.00096769998,.0087099001,.0130644,.0169356
2003-02,521.27588,450.74509,1.3,.394674,.0270967,.0090322001,.0406451,.0541935,.049677402
2003-03,521.43921,450.54611,1.24,-.153522,-.0090322001,.010762,-.0067742001,0,-.0067742001
2003-04,521.05792,449.72491,1.27,-.138374,-.0109677,.013068,-.0082259001,0,-.0082259001
2003-05,520.89398,449.71121,1.1799999,-.85425901,-.0335484,.0311999,-.067096703,-.096451499,-.1216128
2003-06,521.00317,449.7197,1.01,-.56120902,.0145483,.033,.0070968,.0104516,.00061270001
2003-07,521.33038,450.07169,1.12,-1.32735,.084000103,.1080003,.079999901,.1159999,.096000001
2003-08,521.76501,449.95239,1.3099999,-.225067,0,0,-.016129,-.032258,-.051612899
2003-09,522.0896,450.5585,1.24,-.69479501,0,.0053599002,-.0113709,-.0152419,-.033386901
2003-10,521.98151,450.52219,1.25,-.54341203,-.0012903,.0047146999,-.0141129,-.0123386,-.022419499
2003-11,522.03558,451.27591,1.34,-.54005301,-.0087096998,-.0043547,-.078387,-.1001613,-.1175807
2003-12,522.30548,451.19351,1.3099999,-.49322,.0037096001,0,.0037096001,.040806498,.063064598
2004-01,522.73578,451.48471,1.24,-.71141797,.0019355,.00064520002,.0154839,.038064498,.053548299
2004-02,522.95032,452.0488,1.24,-.28672799,.0043549999,.0043547,.095806599,.161129,.213387
2004-03,523.16431,451.51141,1.1900001,-.53386497,-.0025806001,0,-.030967999,-.041290499,-.051612899
2004-04,523.32452,451.918,1.4299999,-.74057299,-.0024194999,0,-.029032201,-.0387096,-.048387099
2004-05,523.75049,452.64209,1.78,-.32343599,-.0045161,-.0103688,.0045161,.0090322001,.018064501
2004-06,524.12183,451.84769,2.1199999,-.333673,-.00081709999,-.0012777,-.00051590003,.00013450001,.0014355
2004-07,524.2276,452.62799,2.0999999,-.30648199,-.0096666999,-.0048334999,-.028999999,-.024166601,-.0145001
2004-08,524.28052,452.80551,2.02,-.46136799,.0283799,.0052372999,.031935502,.031935502,.028387301
2004-09,524.59711,452.84579,2.1199999,-.598777,.0082767,.0021426999,.0080645001,.0080645001,.0049462002
2004-10,525.12262,453.79611,2.23,-.57480901,-.0066666999,0,-.0099999998,-.0099999998,-.0133333
2004-11,525.59308,453.99551,2.5,-.701047,-.0069931,-.0052499999,-.0139999,-.0279999,-.035000101
2004-12,525.59308,454.66879,2.6700001,-.85373002,-.0059000999,-.0075512002,-.0147097,-.0207098,-.026613001
2005-01,525.54102,455.07932,2.8599999,-.806862,-.0020969,-.0038288001,-.0062903999,-.0062903999,-.0083871
2005-02,525.95758,455.70459,3.03,-1.09208,0,0,-.0144641,-.019285699,-.019285699
2005-03,526.3208,455.6424,3.3,-.73068899,.0032258001,0,.022044901,.0299308,.0331566
2005-04,526.63098,455.73029,3.3199999,-.53511,.0067742001,0,.047419298,.064354897,.071129099
2005-05,526.57941,455.9126,3.3299999,-.38601899,.0093548,-.0051731998,.0140324,.023387199,.032742001
2005-06,526.63098,456.3306,3.3599999,-.56438601,.0011451,-.00052330003,.0028011999,.0032794001,.003758
2005-07,527.24872,456.1933,3.6400001,-.65374202,.0145001,-.0048334999,.053166401,.048333399,.043499898
2005-08,527.86249,456.31851,3.8699999,-.72100502,-.0074192998,-.0052307001,-.0185483,-.0185485,-.022258
2005-09,529.22992,454.34579,3.8499999,-.55572301,.0084193004,.0146806,-.00095179997,-.002785,-.0040752999
2005-10,529.38068,455.58121,4.1799998,-.455134,.0190001,.028500101,.0094999997,.0063334,.0063334
2005-11,528.8772,456.55191,4.3299999,-.38656801,0,-.0051801,.0099999998,.0099999998,.0150001
2005-12,528.8772,457.12021,4.3499999,-.39437401,-.0030646001,-.0052772001,-.0091933999,-.0183871,-.0183871
2006-01,529.48108,457.21719,4.4499998,-.457407,-.0011289,-.0031713999,-.0050001,-.0104837,-.0103226
2006-02,529.53131,457.29761,4.6799998,-.34859699,.024193499,.0048386999,.024193499,.033870898,.0387096
2006-03,529.68158,457.54749,4.77,-.51582497,.0038709999,0,.0070968,.0077419002,.0083871
2006-04,530.18121,457.93381,4.9000001,-.52981502,.026129,0,.047903299,.052258,.056612998
2006-05,530.47961,457.8226,5,-.400727,.024838701,0,.039032198,.046128999,.046128999
2006-06,530.72772,458.207,5.1599998,-.44906899,.0084945997,-.00099990005,.0129678,.0162044,.0162041
2006-07,531.2713,458.2554,5.2199998,-.37863401,-.0233333,-.0140002,-.0420001,-.037333298,-.037333298
2006-08,531.71393,458.4621,5.0799999,-.42324501,-.0270967,-.036526401,-.0270967,-.023225799,-.023225799
2006-09,531.22198,458.33029,4.9699998,-.52298802,-.0079031,-.0161498,-.00057009998,.00055910001,.0042257002
2006-10,530.77722,458.23639,5.0100002,-.540093,-.0011292,-.0106227,.0115378,.0104086,.0156131
2006-11,530.82678,458.12009,5.0100002,-.52447999,-.0038709999,-.0038709999,-.0038709999,-.0077419002,-.0116129
2006-12,531.36987,459.13901,4.9400001,-.66160703,-.0032258001,0,-.0096773999,-.0354838,-.0387096
2007-01,531.53558,458.66071,5.0599999,-.67833102,-.0019355,-.00016140001,-.0053226999,-.019838801,-.0219355
2007-02,531.92273,459.77011,5.0500002,-.73568898,-.0048386999,-.0048386999,0,-.0096773999,-.0193551
2007-03,532.44141,459.8443,4.9200001,-.48583999,-.005326,0,-.0337095,-.040806498,-.040806498
2007-04,532.74103,460.56821,4.9299998,-.485028,-.0096837999,0,-.061290301,-.0741935,-.0741935
2007-05,533.15338,460.6279,4.9099998,-.73634398,.0037096001,-.005223,.0259676,.040806498,.044516299
2007-06,533.38483,460.63281,4.96,-.49532399,.0012903,-.0018167,.0095322002,.0156934,.0179839
2007-07,533.56268,460.6604,4.96,-.084555998,0,0,.0045002,.0135,.0224998
2007-08,533.59363,460.78659,4.4699998,.082753003,0,.0052097002,-.0120969,-.032258,-.040322501
2007-09,534.01642,461.22931,4.1399999,-.0011089999,-.073666804,-.085416302,-.083069801,-.081408702,-.076843999
2007-10,534.32428,460.73911,4.0999999,-.081753001,-.095365502,-.1141396,-.1025753,-.093429998,-.084607601
2007-11,535.10712,461.31909,3.5,.214839,.029032201,-.024184,.067741901,.0870969,.096774101
2007-12,535.39648,461.33371,3.26,.38547501,.0203228,.0210068,.084677503,.0101612,-.0406451
2008-01,535.74072,461.01361,2.71,.67883998,-.039032198,-.1474192,.00064520002,-.017419299,-.029032201
2008-02,535.98218,460.81741,2.05,.84825802,-.2062905,-.42258739,-.1753225,-.1227419,-.080322497
2008-03,536.33929,460.52481,1.54,1.091471,.033870898,.043079399,.0112903,.0045161,.0022581001
2008-04,536.5705,459.7413,1.74,.59478003,.0386291,.0501437,.0108762,.0028172,.00090839999
2008-05,537.16052,459.27451,2.0599999,.62882602,-.072499998,-.062833302,-.082166404,-.077333197,-.053166401
2008-06,538.20288,459.0705,2.4200001,.70485598,.003,-.0019999,-.0060000001,-.0039999001,-.003
2008-07,538.91449,458.61731,2.28,1.0561759,.0120001,-.0079998998,-.0240002,-.016000001,-.0120001
2008-08,538.7655,457.00159,2.1800001,1.150368,-.026129,-.0025959001,-.0217741,-.021774299,-.030484
2008-09,538.85101,452.6987,1.91,1.4943351,.056129001,.053180698,.039274201,.029274199,.0154839
2008-10,537.98743,453.52301,1.42,2.9709449,.0474272,-.043731701,.022177501,.0131452,.0069356002
2008-11,536.20099,452.3573,1.0700001,2.0014119,-.047417201,-.059003402,-.049677599,-.075645201,-.086935498
2008-12,535.37433,449.49438,.49000001,2.23929,-.095489003,-.082668297,-.1522579,-.1574194,-.1574194
2009-01,535.63599,447.21881,.44,2.1762829,-.089520901,-.076856598,-.1440322,-.14951611,-.14951611
2009-02,536.04608,446.57599,.62,2.601959,0,.0043549999,-.0087096998,-.0130644,-.0130644
2009-03,535.90503,445.02802,.63999999,2.1323631,-.0045161,0,-.027097,-.0270967,-.024838701
2009-04,535.96808,444.18649,.55000001,1.926129,-.0051508001,.00033330001,-.032236598,-.031569999,-.027828
2009-05,536.1283,443.1611,.5,.98359501,.0046668001,.0046668001,.0093336003,.0186667,.032666702
2009-06,536.96661,442.79221,.50999999,.63275099,0,0,.0081668003,.0128334,.0186667
2009-07,536.93347,443.65341,.47999999,.078029998,0,0,.0268331,.042166501,.061333202
2009-08,537.26923,444.70111,.46000001,-.228104,-.0032258001,0,-.0096773999,-.0129032,-.0129032
2009-09,537.47229,445.38031,.40000001,-.144004,-.0057743001,-.0013332,-.0306559,-.040430099,-.043096799
2009-10,537.75067,445.69379,.37,-.348584,-.0109999,-.0036669001,-.0696669,-.091666698,-.098999999
2009-11,538.06567,446.17551,.31,-.151492,-.0089910002,-.0051928,-.0134997,-.017999901,-.031500101
2009-12,538.15778,446.6409,.37,-.56973398,-.0035796,-.016577199,-.0015001,.0031612001,.0094031999
2010-01,538.20978,447.69269,.34999999,-.22957399,-.0024194999,-.0158062,.0016130999,.010484,.021774299
2010-02,538.15369,448.07639,.34999999,.036577001,0,-.0041938,.0083871,.0293548,.050322499
2010-03,538.16467,448.83051,.40000001,-.093996003,-.0051612998,-.0026684001,-.0154839,-.023225799,-.0283871
2010-04,538.11908,449.1636,.44999999,-.22701301,-.0058386,-.0025015001,-.0160165,-.0232742,-.0276129
2010-05,538.09558,450.72861,.37,-.177303,-.0090001002,0,-.0134997,-.0135,-.0090001002
2010-06,538.14117,450.94781,.31999999,-.040396001,0,.0013332,.0026664999,.0013332,.0013335
2010-07,538.30719,451.53101,.28999999,.16767,0,.0036669001,.0073333001,.0036666,.0036666
2010-08,538.45868,451.79669,.25999999,-.48936301,0,.0026183,-.0141935,-.024838701,-.0283871
2010-09,538.5957,452.05151,.25999999,-.085991003,.0016668,.0010715,-.0091394996,-.0134945,-.0149462
2010-10,538.90527,451.70871,.23,-.035420999,.0033332999,0,-.0066666999,-.0066666999,-.0066666999
2010-11,539.12201,451.97809,.25,-.15505899,.0046665999,.0077744001,-.0093336003,-.0046668001,-.0046668001
2010-12,539.57532,452.96109,.28999999,-.40317199,.00033330001,.00055549998,-.00066660001,-.0032365001,-.0032365001
2011-01,539.84662,452.83841,.27000001,.081906997,-.00096769998,-.00096749997,-.00096799998,-.0040324,-.0069354
2011-02,540.22632,452.36871,.28999999,-.217003,-.0040321001,-.0040321001,-.0040321001,-.0080645001,-.0201614
2011-03,540.76471,453.38211,.25999999,-.25032601,0,0,0,.0054839002,.0109677
2011-04,541.1106,452.8035,.25,-.216373,0,0,0,.0045161,.0090322001
2011-05,541.49762,453.16589,.19,-.084545001,0,0,0,0,0
2011-06,541.64117,453.34311,.18000001,.081981003,-.0015001,0,.0015001,.0015001,.0045002
2011-07,541.87372,453.91241,.19,-.020915,-.0035000001,0,.0035000001,.0035000001,.0105
2011-08,542.13623,454.45831,.11,-.250424,-.0037096001,-.0052232998,.0037098001,-.025967799,-.059354998
2011-09,542.38611,454.56491,.1,.28926799,.0053762998,.0009632,.019623799,.0126345,.0010216
2011-10,542.37512,455.1214,.11,-.30655599,.0133333,.0055598998,.036666401,.043333299,.043333299
2011-11,542.5166,455.3454,.11,.38204899,.0096666999,0,.0096669002,.0096666999,.0145001
2011-12,542.55542,455.93771,.12,.10295,.00033330001,.0026417,.0064621,.0064623002,.006629
2012-01,542.76123,456.6387,.12,.030121,0,.00053929997,.00048399999,-.0017741,-.0040324
2012-02,543.04547,457.12741,.16,-.121284,0,-.0038709999,-.0116129,-.0193548,-.0270967
2012-03,543.35028,456.5798,.19,-.529989,0,0,.0030646001,.0091933999,.0122581
2012-04,543.35083,457.32379,.18000001,-.36721301,0,0,.0019355,.0058064,.0077419002
2012-05,543.21838,457.57849,.19,-.35084701,0,0,0,0,0
2012-06,543.33899,457.6073,.19,-.067984998,.0036666,.0027536999,.0073333001,.0073333001,.0073333001
